Here,Picture,Chrisdialogue,Chrisdialoguestatic,Chloequestion,Thatsright,Thatsnotright,Isee,Cresponse,Wresponse,Oresponse,Squareoption,Circleoption
herepicture-1.mp4,strawberriesbowl.png,strawberriesbowl.mp4,strawberriesbowl-static.mp4,questionstrawberries.mp4,thatsright-1.mp4,thatsnotright-1.mp4,isee-1.mp4,square,circle,triangle,Strawberries,Blueberries
